gene_id	kegg_pathway_id	kegg_pathway_name
OsMH63_01G049110	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G049110	osa00030	Pentose phosphate pathway - Oryza sativa japonica (Japanese rice)
OsMH63_01G049110	osa00051	Fructose and mannose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G049110	osa00052	Galactose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G049110	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G049110	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G049110	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G049110	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G049110	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G049110	osa04144	Endocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_01G049370	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G049370	osa00051	Fructose and mannose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G049370	osa00052	Galactose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G049370	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G049370	osa00520	Amino sugar and nucleotide sugar metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G049370	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G049370	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G049370	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G049370	osa01250	Biosynthesis of nucleotide sugars - Oryza sativa japonica (Japanese rice)
OsMH63_01G049490	osa00970	Aminoacyl-tRNA biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G049500	osa00620	Pyruvate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G049500	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_01G049500	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G049500	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G049680	osa03013	Nucleocytoplasmic transport - Oryza sativa japonica (Japanese rice)
OsMH63_01G049710	osa00906	Carotenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G049710	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G049730	osa00051	Fructose and mannose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G049730	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G049800	osa00240	Pyrimidine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G049800	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G049800	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_01G049960	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G050270	osa00280	Valine, leucine and isoleucine degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G050270	osa00410	beta-Alanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G050270	osa00640	Propanoate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G050270	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G050270	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G050310	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G050410	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G050770	osa03460	Fanconi anemia pathway - Oryza sativa japonica (Japanese rice)
OsMH63_01G050840	osa00620	Pyruvate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G050840	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_01G050840	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G050840	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G050870	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G050870	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G050870	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G050870	osa04070	Phosphatidylinositol signaling system - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa00220	Arginine biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa00250	Alanine, aspartate and glutamate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa00330	Arginine and proline metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa00350	Tyrosine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa00360	Phenylalanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa00950	Isoquinoline alkaloid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa00960	Tropane, piperidine and pyridine alkaloid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa01210	2-Oxocarboxylic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051080	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G051130	osa00061	Fatty acid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G051130	osa00280	Valine, leucine and isoleucine degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G051130	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G051130	osa01212	Fatty acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051160	osa00100	Steroid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G051160	osa00561	Glycerolipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051160	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051160	osa00565	Ether lipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051160	osa00590	Arachidonic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051160	osa00591	Linoleic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051160	osa00592	alpha-Linolenic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051160	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G051160	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G051280	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051290	osa00480	Glutathione metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051290	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G051350	osa00900	Terpenoid backbone biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G051350	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G051350	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G051410	osa00240	Pyrimidine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051410	osa00460	Cyanoamino acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051410	osa00630	Glyoxylate and dicarboxylate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051410	osa00910	Nitrogen metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051410	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G051410	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051410	osa01232	Nucleotide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051460	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_01G051490	osa04141	Protein processing in endoplasmic reticulum - Oryza sativa japonica (Japanese rice)
OsMH63_01G051620	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G051640	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G051690	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G051740	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G051760	osa00785	Lipoic acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051760	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G051760	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_01G051950	osa03083	Polycomb repressive complex - Oryza sativa japonica (Japanese rice)
OsMH63_01G051980	osa00460	Cyanoamino acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051980	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G051980	osa00999	Biosynthesis of various plant secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G051980	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G051980	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G052100	osa03060	Protein export - Oryza sativa japonica (Japanese rice)
OsMH63_01G052120	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G052120	osa00670	One carbon pool by folate - Oryza sativa japonica (Japanese rice)
OsMH63_01G052120	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G052120	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G052120	osa04981	Folate transport and metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G052210	osa00195	Photosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G052210	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G052210	osa04141	Protein processing in endoplasmic reticulum - Oryza sativa japonica (Japanese rice)
OsMH63_01G052360	osa00908	Zeatin biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G052360	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G052560	osa03430	Mismatch repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G052620	osa00562	Inositol phosphate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G052620	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G052620	osa04070	Phosphatidylinositol signaling system - Oryza sativa japonica (Japanese rice)
OsMH63_01G052820	osa04144	Endocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_01G052860	osa00561	Glycerolipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G052860	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G052860	osa00600	Sphingolipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G052860	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G052860	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G052860	osa04148	Efferocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_01G052880	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_01G052930	osa00860	Porphyrin metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G053100	osa00130	Ubiquinone and other terpenoid-quinone biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G053100	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G053100	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G053100	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_01G053150	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G053400	osa00040	Pentose and glucuronate interconversions - Oryza sativa japonica (Japanese rice)
OsMH63_01G053400	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G053420	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_01G053450	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G053450	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G053520	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_01G053520	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G053770	osa00360	Phenylalanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G053770	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G053770	osa00650	Butanoate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G053770	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G053770	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G053780	osa03083	Polycomb repressive complex - Oryza sativa japonica (Japanese rice)
OsMH63_01G053910	osa03410	Base excision repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G053960	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G053960	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_01G053960	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G053960	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G053960	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G053960	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G054030	osa03410	Base excision repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G054050	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G054050	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G054050	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G054060	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G054080	osa00900	Terpenoid backbone biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G054080	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G054080	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G054330	osa03020	RNA polymerase - Oryza sativa japonica (Japanese rice)
OsMH63_01G054330	osa03420	Nucleotide excision repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G054520	osa00240	Pyrimidine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G054520	osa00410	beta-Alanine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G054520	osa00770	Pantothenate and CoA biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G054520	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G054560	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G054570	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G054570	osa04626	Plant-pathogen interaction - Oryza sativa japonica (Japanese rice)
OsMH63_01G054740	osa00650	Butanoate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G054740	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G054870	osa03050	Proteasome - Oryza sativa japonica (Japanese rice)
OsMH63_01G054890	osa00310	Lysine degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G054890	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G054950	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G054970	osa04144	Endocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_01G055010	osa00460	Cyanoamino acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G055010	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G055010	osa00999	Biosynthesis of various plant secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G055010	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G055010	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G055040	osa00460	Cyanoamino acid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G055040	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G055040	osa00999	Biosynthesis of various plant secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G055040	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G055040	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G055140	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G055140	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G055140	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G055220	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
